name,description,address
Hon's (Downtown),An award-winning Chinese restaurant.,1339 Robson St. Vancouver BC
Milestones Grill & Bar (Robson),Famous for innovative food great service and cocktails.,1145 Robson St. Vancouver BC
Crime Lab (CLOSED),Come relax on our waterfront patio and check out our new menu during the long days of summer.,100 - 550 Denman Street Vancouver BC
Lai Chi Garden,A wide selection of Chinese food with late hours and free delivery service.,4186 Main St. Vancouver British Columbia
Subway (Yaletown),As always great sub sandwiches.,1000 Mainland Vancouver
Moxie's Classic Grill (Georgia St),More locations located throughout B.C.,180 West Georgia Street Vancouver BC
Palace Falafel,House of the best cheese or Thyme croissant in town.,681 East Broadway Vancouver BC
Subway (Hornby),Consistent service throughout this sandwich chain.,1095 Hornby Street Vancouver
Forum Sports Bar,The Forum is the new sports bar on the Granville entertainment strip.,1163 Granville Street Vancouver BC
babyeats (CLOSED),Organic restaurant with modern play area for families with young children,143-1233 Lynn Valley Road North Vancouver BC
Milestones (Denman),The first Milestone's that has recently been redesigned. The restaurant now features new spacious ocean front windows and menu.,1210 Denman Street Vancouver BC
Salt Tasting Room,Drop by for a sample of local meat and cheese products matched with wine and various condiments.,45 Blood Alley Vancouver BC
The Red Lion,Nice pub atmosphere in the heart of West Vancouver.,2427 Marine Drive Vancouver BC
Mis Trucos (CLOSED),Located on Davie Street Mis Trucos serves modern Mediterranean tapas.,1141 Davie St. Vancouver BC
Ricky's Urban Diner,Put us to the taste Morning Noon or Night.,1995 Lonsdale Avenue North Vancouver BC
The Pantry,Big on taste small on shortcuts.,3051 St. Edwards Drive Richmond B.C.
Swiss Chalet (West Broadway),Great chicken or ribs or have them both.,3204 West Broadway Vancouver
Tatlow's Broiler Bar,Good location visited often by the locals.,2741 West 4th Vancouver BC
Spice Gallery,Offering a melange of Western & Eastern spicy cuisine.,1400 Robson St. Vancouver British Columbia
Rogue Kitchen and Wetbar,Opening June 11th at 5:00pm the Transcontinental has been tranformed into the Rogue Kitchen and Wetbar.,601 West Cordova St Vancouver BC
Fat Burger,When you are in the West End and have that burger craving Fat Burger is the place to go to.,1101 Denman St Vancouver BC
Quizno's Classic Subs Kerrisdale (CLOSED),Great location for having a snack while shopping.,2248 West 41st Ave Vancouver BC
Subway Sandwiches and Salads (West Broadway),Great selection of tasty subs.,1288 West Broadway Vancouver BC
Platano's,Quick tasty snacks and lunch at the Sinclair Center.,757 West Hastings St Vancouver BC
Mike's Restaurant,Persian Cuisine.,106 West 13th St North Vancouver BC
Raincity Grill,Fresh fare with flair at this West End restaurant.,1193 Denman Street Vancouver BC
Chinese Noodle Dim Sum House,A wide variety of affordable tasty dim sum with a very friendly host.,3755 Main St. Vancouver BC
Pane Formaggio (CLOSED),Drop by for some of their fresh bread.,2417 Marine Drive Vancouver BC
Vera's Burger Shack (Main St),Stop in for a burger while you are shopping on Main St.,2922 Main St Vancouver BC
Red Hot Grill,When your in West Vancouver drop by the Red Hot for a meal.,1393 Marine Drive Vancouver BC
Blakes Coffee Parlour,When you are next in Gastown you should drop by for a coffee.,221 Carrall Street Vancouver BC
Red Robin Burnaby,Casual family restaurant offers great burgers in a fun atmosphere.,112 - 4640 Kingsway Burnaby BC
University Village Restaurant,University Village provides good cheap chinese food close to UBC.,5778 University Blvd Vancouver BC
Helen's Grill,An old-fashioned lunch diner with homestyle dishes and warm friendly service.,4102 Main St. Vancouver British Columbia
Quizno's Subs (West Broadway),Tasty toasted subs made while you watch.,720 West Broadway Vancouver BC
Grandma's Lee Cafe (Waterfront Center),Always listen to Grandma in regards to food.,200 Burrard St Vancouver BC
Happy Lin Cafe,Internet cafe if you need to surf the net.,458 West Broadway Vancouver
A&W (West Broadway),The best spot for a Mama burger.,104 - 777 West Broadway Vancouver
Commune Cafe,Commune Cafe is a new downtown cafe that prides themselves on being part of Oceanwise and the Greentable network.,1002 Seymour Street Vancouver BC
Lux At Caprice (CLOSED),Lux was inspired by those for whom luxury is more than an ideal more than a dream and more than an occasional indulgence,965 Granville Street Vancouver BC
Soho Cafe and Billiards,Great for after work shoot some pool and have a drink.,1283 Hamilton Street Vancouver BC
Subway (Robson),Nice spot for a sub sandwich before heading to Stanley park.,1725 Robson St Vancouver BC
Vera's Burger Shack (Denman Street),Great burgers at all of the Shacks.,1181 Denman St Vancouver BC
Broadway Grill,New place on Broadway with fresh ingredients.,2756 West Broadway Vancouver
Jade Garden Restaurant,Drop by for lunch at this Chinese food place located on West Broadway.,110 - 532 West Broadway Vancouver BC
Shanghai Palace Chinese Restaurant,Chinese food prepared in a non-greasy wholesome way.,8012 Granville St. Vancouver BC
Chicken Chalet,If you are in the Quay and have a craving for Chicken then drop by the Chalet.,123 Carrie Cates Court Vancouver BC
Tamarind Hill Malaysian Cuisine (North Van),Unique decor and dimmed lighting with a South East Asian ambiance.,1440 Lonsdale Avenue North Vancouver BC
Alpasha Donair & Falafel (CLOSED),Featuring wraps donairs Falafel chicken beef and salad.,2293 West 41st Avenue Vancouver BC
Hell's Kitchen,For a hell of a good time.,2041 West 4th Ave Vancouver
Sizzling Wok (Waterfront Center),When you have that craving for Chinese food drop by the Sizzling Wok.,200 Burrard St Vancouver BC
Vera's Burger Shack (Gastown),Vera's Gastown is the perfect spot for a Vera's burger of the month.,213 Carrall Street Vancouver BC
Eighties Restaurant,Nice restaurant on the North Shore.,110 West 14th St North Vancouver BC
Nando's Flame-Grilled Chicken (Surrey-Guildford),Located in Surrey-Guildford this Nando's will lead your taste buds on a journey from Africa to Portugal.,15190 101 Avenue Surrey bc
Amazing Wok,Good Chinese food in the Harbour Centre Food Court.,555 West Hastings Street Vancouver BC
Memphis Blues BBQ Restaurant (Robson Street),The Robson Street location is the newest in the Memphis Blues BBQ Restaurant collection.,430 Robson Street Vancouver BC
Sha Lin Noodle House,Drop by to try one of our special noodle dishes.,548 West Broadway Vancouver BC
Blanca Mediterranean Cuisine,Mediterranean cuisine in the Harbour Centre Food Court.,555 West Hastings Street Vancouver BC
The Mac Shack,If you love Macaroni and Cheese then this new restaurant is the place for you.,5395 West Boulevard Vancouver BC
Soup Etc ! (Granville),Try one of Soup Etc ! soup combos.,574 Granville St. Vancouver BC
Tang's Noodle House,West Broadway area long time favourite for Chinese food.,2807 West Broadway St Vancouver BC
Pita King (Brentwood),Drop by for a pita fit for a king.,4567 Lougheed Hwy Burnaby BC
Quiznos (Metrotown),Drop by for a toasted sub sandwich of your choice.,4700 Kingsway Burnaby BC
Vera's Burger Shack (Broadway),Vera's Burgers is slowly spreading across the lower mainland. Drop by and see why.,1455 West Broadway Vancouver BC
Soups Etc! (Yaletown),Great selection of soups. Located in trendy Yaletown.,1091 Hamilton Street Vancouver BC
Lilu Deli and Restaurant,Try one of their daily specials.,985 Hornby Street Vancouver BC
Quizno's (West Vancouver0,Great subs. Chain wide consistent taste.,1408 Marine Drive West Vancouver BC
Falafel King (Denman),Drop in for a snack before you shop.,1110 Denman St Vancouver BC
Gourmet Wok,Why not sit on the dock and eat a three course helping.,106 - 1689 Johnston St Vancouver
Harbour Meat and Deli,Deli selections at the Harbour Center Food Court.,555 West Hastings Street Vancouver BC
New Big Wok Chinese Restaurant,Small Chinese restaurant on North Road one block north of Lougheed.,#A - 501 North Rd (at Austin) Coquitlam BC
Vera's Burger Shack (North Van),Vera's is back on the North Shore. Please drop the new North Vancouver location for that famous Vera burger.,1842 Lonsdale Ave North Vancouver BC
Roasty Jack (Brentwood),Drop by to try one of the roast beef dishes.,4567 Lougheed Hwy Burnaby BC
Flaming Wok,A nice & quick stop for pan-fried Chinese food on Robson.,1234 Robson St. Vancouver British Columbia
Paul's Place Omlettery,When you hungry for breakfast on Granville Street Paul's is the place..,2211 Granville Street Vancouver BC
Burger King (Granville St) (CLOSED),The name says it all.,804 Granville St Vancouver BC
Fresco Juice,In the West End a nice spot for a juice.,1187 Denman St Vancouver BC
Vera's Burger Shack (Commercial),The ninth location in Vera's Burger chain. Stop in for what they do best.,1438 Commercia Drive Vancouver BC
Cabin 5555 (CLOSED),Asian cuisine restaurant located on West Blvd.,5555 West Blvd Vancouver BC
Ricky's Urban Diner (Waterfront Center),Ricky's Urban Diner is a perfect place for a snack or a meal.,200 Burrard St Vancouver BC
Melriches Coffee House (Closed),Great spot for various types of cuisine.,1043 Mainland Street Vancouver BC
Dragon Gate (West Broadway),Chinese cuisine close to Oak Street,986 West Broadway Vancouver
De Dutch Pannekoek House (Robson),Great spot for breakfast before going around Stanley park.,1725 Robson St Vancouver BC
Vera's Burger Shack (Surrey),First Vera's in Surrey located in Fraser Heights.,15989 108th Avenue Surrey BC
Muffin Granny,Why not eat a muffin will shopping in the market?,115 - 1689 Johnston St Vancouver
Fortune Wok,Chinese cuisine located in Sinclair Center.,757 West Hastings St Vancouver BC
Great Han Mongolian BBQ,Offering reasonably priced stirfry bowls of your own creation from a healthy variety of meats & veggies cooked in the traditional Mongolian style.,3043 Main St. Vancouver British Columbia
Mondo Eatery,Run by the same people who used to run Papi's Ristorante.,12251 No 1 Road Richmond BC
Subway (West Broadway),Made to order subs. Consistent service and quality chain wide.,950 West Broadway Vancouver BC
Choice Fast Food,For a fast lunch on Hornby.,1117 Hornby Street Vancouver BC
Joe's Grill,Nice spot for your diner fare.,2061 West 4th Ave Vancouver
Memphis Blues BBQ (West Broadway),Great BBQ in various lower mainland locations.,1465 West Broadway Vancouver BC
Save on Meats (CLOSED),A Vancouver original since 1957 Save on Meats will meet and exceed your comfort food needs.,43 West Hastings Street Vancouver BC
Sodas Diner (CLOSED),Nice old style diner in a popular Dunbar location.,4497 Dunbar Street Vancouver BC
The Great Canadian Bagel,If you like bagels then this is the spot.,955 Hornby Street Vancouver
Wendy's (West Broadway),The square patty is so tasty.,875 West Broadway Vancouver BC
Firefighters Club,A long time Burnaby club that has recently been renovated.,6515 Bonsor St Burnaby BC
McDonalds (Waterfront Center),When you have the burger and fry craving this is the place.,200 Burrard St Vancouver BC
A&W (Burnaby),Drop by for a Teen Burger and a root beer in the food court at the Brentwood Mall.,4567 Lougheed Hwy Burnaby BC
Avenue Grill,Great location for food after shopping on 41st.,2114 West 41st Ave Vancouver
Subway,Sub sandwiches in the heart of North Vancouver.,250 Lonsdale Avenue North Vancouver BC
Vera's Burger Shack (Davie St),The West End is now that much better with Vera's Burgers to visit.,1030 Davie St Vancouver BC
Sunshine Diner,Great spot for breakfast on West Broadway.,2649 West Broadway Vancouver
U-Grill (Metrotown),Drop by for international cuisine that you create. Located in Metrotown Mall.,4700 Kingsway Burnaby BC
Vera's Burger Shack (Hillcrest Crossing),The Vera's at Hillcrest is the newest addition to this growing hamburger chain.,1 - 18660 Fraser Highway Surrey BC
Roscoe's,Drop by for some comfort food before your trek around Stanley park.,1635 Robson St Vancouver BC
Nando's Flame-Grilled Chicken (Richmond-Ackroyd),Located in Richmond on Ackroyd Road this Nando's will lead your taste buds on a journey from Africa to Portugal.,8231 Ackroyd Road Richmond BC
Vera's Burger Shack (Newton),Another Vera's opens this time in Newton. Expect the same award winning burger cuisine.,7218 King George Highway Surrey BC
Garden Deli,Nice hidden location which is perfect for lunch.,750 Hornby Street Vancouver BC
Deacon's Corner,Deacon's Corner is an old style diner serving breakfast and lunch specialties.,101 Main Street Vancouver BC
Sizzling Wok,If you are in the Quay and have a craving for Chinese food then drop by the Sizzling Wok.,123 Carrie Cates Court North Vancouver BC
Max's Burgers (CLOSED),Chef Connor Butler is back with his new creation Max’s Burgers.,521 West 8th Avenue Vancouver BC
St. Regis Bar and Grill,New Bar and Grill connected to the new St Regis Hotel,608 Dunsmuir St Vancouver BC
Chasey's Restaurant (CLOSED),Drop by for a burger and fries.,7999 Granville Street Vancouver BC
Pastel's Cafe (CLOSED),Nice place for lunch in Sinclair Center.,757 West Hastings St Vancouver BC
My Lite Soya Foods,Drop by for a soya creation.,6551 No 3 Road Richmond BC
Manchu Wok (Metrotown),Drop by for chinese cuisine. Located in Metrotown Centre.,4700 Kingsway Burnaby BC
Pita Express (Waterfront Center),When you have that Pita craving.,200 Burrard St Vancouver BC
Harvest Village Restaurant,Inexpensive chinese food on West Broadway.,1443 West Broadway Vancouver BC
Chinois,Chinois is the newest restaurant in the Rocks Glass collection.,1035 Mainland St Vancouver BC
Sejuiced,Well known Vegan restaurant located in Kits.,1958 West 4th Ave Vancouver BC
Texas Barbeque (Brentwood),Drop by for one of their daily specials.,4567 Lougheed Hwy Burnaby BC
Acme Cafe,The Acme Cafe is an old school style cafe located on Hastings street.,51 W Hastings Street Vancouver BC
Red Robin,The classic diner-style restaurant serving American gourmet hamburgers and shakes.,100-1100 Robson St. Vancouver BC
Sammy's Hot Wings,Located at the end of Robson. Drop by for some wings.,1773 Robson St Vancouver BC
Forester's Fine Cheeses (Closed),When you need cheese this is the place.,2104 West 41st Ave Vancouver BC
L'Orange & Euro-Dog,Have a dog and a drink in the Harbour Centre Food Court.,555 West Hastings Street Vancouver BC
Safeway (Oakridge),Great place for all of your shopping needs. Located in the Oakridge shopping center.,650 West 41 Avenue Vancouver BC
Fortune Garden,The Fortune Garden specializes in shanghai and szechuan cuisine.,1475 West Broadway Vancouver BC
Terra Breads (Granville Island),Nothing better than fresh bread at the market.,107 - 1689 Johnston St Vancouver
Singapore Restaurant,Drop by for one of their affordable lunch specials.,546 West Broadway Vancouver BC
Dragon Gate Chinese Restaurant,Authentic Chinese cuisine in North Vancouver.,108 West 13th Street North Vancouver BC
Nando's Flame-Grilled Chicken (Burnaby-Kingsway),Located in Burnaby on Kingsway this Nando's will lead your taste buds on a journey from Africa to Portugal.,4334 Kingsway Burnaby BC
Safeway (West Broadway),For all of your grocery needs.,2733 West Broadway Vancouver BC
Ho Ho Fast Food,A great new fast stop for Chinese takeout lovers on Robson.,1331 Robson St. Vancouver British Columbia
Golden Great Wall Restaurant,Drop by the Golden Great Wall to try one of our special dishes.,705 West Broadway Vancouver BC
Subway (Waterfront Center),Take a break and stop for a sub.,26 - 200 Burrard St Vancouver BC
Bagel Street Cafe,Soup and salad bagel sandwiches gourmet coffee.,2279 W 41st Ave. Vancouver BC
Chaise Lounge,From the creators of The Reef comes this new Main Street restaurant.,4444 Main St Vancouver BC
U Grill (Oakridge),Drop by for global cuisine that you create. Located in Oakridge Mall.,650 W 41ST Ave Vancouver BC
American Cheesesteak Company,The American Cheesesteak Company is the newest Vancouver restaurant that specializes in cheese steak.,781 Davie Street Vancouver BC
Subway (Marpole),Try one of their new sub selections.,8347 Granville Street Vancouver BC
Truffles Bistro (CLOSED),Try one of the pasta dishes.,1943 Cornwall Ave Vancouver BC
Subway (West Vancouver),When your in West Vancouver drop by Subway for a sub sandwich.,2459 Marine Drive Vancouver BC
Miki Restaurant,Newer Chinese restaurant on 41st.,2106 41st Ave Vancouver
Saigon Fusion,A delightful blend of various flavours for your palate.,950 West Broadway Vancouver BC
Slim'z Barbeque Smokehouse and Grill,When your are next in Kitsilano you should give Slim'z a try.,2884 W. Broadway Vancouver BC
Subway Sandwiches and Salads (Granville),Great sandwiches prepared fresh any way you want.,541 Granville St. Vancouver BC
Nando's Flame-Grilled Chicken (Coquitlam),Located in Coquitlam this Nando's will lead your taste buds on a journey from Africa to Portugal.,204 - 3000 Lougheed Highway (Westwood Mall) Coquitlam BC
Meat & Bread (Pender St),Meat & Bread (Pender) is the second location is this popular sandwich themed establishment.,1033 West Pender Street Vancouver BC
Nando's Flame-Grilled Chicken (Richmond-Steveston),Located in Richmond on Steveston Highway this Nando's will lead your taste buds on a journey from Africa to Portugal.,11380 Steveston Highway Richmond BC
Quizno's Subs in Richmond,Tasty selection of sub sandwiches.,3088 St. Edwards Dr Richmond BC
Tantra Waterfront Lounge & Grill (CLOSED),An casual and trendy place to socialize.,Lonsdale Quay 123 Carrie Cates Crt. North Vancouver BC
Vera's Burger Shack (UBC),Drop by for a burger while you are visiting UBC.,2188 Western Parkway Vancouver BC
De Dutch Pannekoek House,South Granville's great spot for breakfast.,2622 Granville Street Vancouver
Gin's Kitchen,Try one of the vegetarian dinners.,1410 West Broadway Vancouver BC
Pita Works (Oakridge),Drop by for Mediterranean cuisine. Located in Oakridge Mall.,650 W 41ST Ave Vancouver BC
KFC (Metrotown),Drop by for a chicken wing or a drumstick.,4700 Kingsway Burnaby BC
Fraser Valley Juice and Salad,Healthy food in the heart of Granville Island's food court.,113 - 1689 Johnston St Vancouver BC
Safeway (Robson Street),For all of your food selections and grocery items.,1766 Robson St Vancouver BC
Sweeney's of Yaletown (CLOSED),Sweeney's of Yaletown is a new eatery with an unique flair for providing sustainable cuisine.,1091 Hamilton Street Vancouver BC
Zawa Restaurant,Drop by for their global cuisine.,920 Commercial Dr. Vancouver BC
Beatty Street Bar and Grill,Great game day specials.,755 Beatty Street Vancouver BC
Fortune Wok (Lansdowne),Drop by for the Fortune experience.,5300 No 3 Road Richmond BC
Moxies Classic Grill,Offering a family-friendly atmosphere and great grilled food choices.,808 Bute St. Vancouver British Columbia
The Bakehouse Dundarave,Drop by for a snack before walking the seawall.,2453 Marine Dr Vancouver BC
A&W (Harbour Centre Food Court),Great root beer and burgers.,555 West Hastings Street Vancouver BC
Sapodilla,Drop by for one of our lunches.,967 West Broadway Vancouver
Subway (Gastown),Why not drop by for a sub while you are visiting Gastown.,114 Water Street Vancouver BC
Varisty Grill,Same place that used to be on 10th Ave.,1909 West 4th Ave Vancouver
Vera's Burger Shack (Granville St),Located in Marpole this Vera's will satisfy your burger craving.,7999 Granville St Vancouver BC
Yopo Cafe,Close to the Library and entertainment district.,1122 Homer Street Vancouver BC
Great Wok,Try one of our lunch combos.,1961 West 4th Ave Vancouver
Vera's Burger Shack (Airport),Located at the Vancouver International Airport. Why not grab a tasty burger before your flight?,3211 Grant McConachie Way Richmond BC
Soup Etc. (West Broadway),Nice spot for lunch while visiting W Broadway.,1550 West Broadway Vancouver BC
Nando's Flame-Grilled Chicken (Surrey-72nd Avenue),Located in Surrey on 72nd Avenue this Nando's will lead your taste buds on a journey from Africa to Portugal.,12101 72nd Avenue Surrey BC
Quizno's Subs (Harbour Centre Food Court),Good subs and friendly staff.,555 West Hastings Street Vancouver BC
Stock Market,The essence of cooking can be found at the Stock Market.,1689 Johnston Street Vancouver B.C.
Hurricane Grill (Yaletown),The Hurricane Grill in Yaletown is known for providing honest and friendly service.,1137 Marinaside Crescent Vancouver BC
Brunch a la Galerie,A good start to the weekend stop for the weekend brunch at the Gallery.,1545 West 4th Avenue Vancouver BC
Bert's Restaurant (CLOSED),Specializing in breakfasts Bert's offers a wide range of dishes and a homely atmosphere.,2904 Main St. Vancouver British Columbia
Red Star Seafood Restaurant,One of the best Chinese restaurants in the city.,8298 Granville Street Vancouver BC
Lift Bar and Grill,Views of Vancouver are reflected in the sophisticated design of this eatery.,333 Menchions Mews Vancouver BC
Chartwell,Chartwell is an exclusive premium venue. Set the mood for your next social event or meeting in Chartwell's warm ambience.,791 West Georgia Street Vancouver BC
Benny's Bagels,Benny's on Broadway.,2505 West Broadway Vancouver B.C.
Heart Attack & Vine,Gourmet take home located on Broadway.,2480 Vine Street. Vancouver BC
WaaZuBee Cafe (CLOSED),,1622 Commercial Dr. Vancouver British Columbia
Mongolian Teriyaki,,1918 Commercial Dr. Vancouver British Columbia
Sophie's Cosmic Cafe,Great patio and perfect spot for breakfast.,2095 West 4th ave. Vancouver B.C.
Dinner's Ready,Your friendly neighborhood kitchen where the best of American and International cuisine with an assortment of delicious side dishes are prepared,110 - 7515 Market Crossing Burnaby BC
Ginger Sushi,,1437 Commercial Dr. Vancouver British Columbia
The Pita House,,1865 Commercial Dr. Vancouver British Columbia
Ho Ho's Kitchen,The only place for excellent quality Chinese cuisine huge portions and affordable prices!,1224 Davie Street Vancouver BC
Starbucks (West Vancouver),Have a cup of coffee before shopping in Dundarave.,2416 Marine Dr West Vancouver BC
Vango Espresso Mobile Cafe,Let the espresso come to you.,7329 Barnet Rd Burnaby BC
